code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,active_listening.l,active_learning.l,critical_thinking.l,monitoring.l,complex_problem_solving.l,time_management.l,social_perceptiveness.l,judgment_and_decision.l,systems_evaluation.l,programming.l,operations_analysis.l,problem_sensitivity.l,fluency_of_ideas.l,originality.l,deductive_reasoning.l,inductive_reasoning.l,information_ordering.l,written_expression.l,oral_expression.l,oral_comprehension.l,written_comprehension.l,freedom_to_make_decisions.l,installation.l,equipment_selection.l,equipment_maintenance.l,troubleshooting.l,repairing.l,finger_dexterity.l,manual_dexterity.l,wrist_finger_speed.l,visual_color_discrimination.l,exposed_to_hazardous_conditions.l,repairing_and_maintaining_electronic_equipment.l,repairing_and_maintaining_mechanical_equipment.l,basic.science.l,therapy_and_counseling.l,medicine_and_dentistry.l,chemistry.l,biology.l,psychology.l,deal_with_physically_aggressive_people.l,exposed_to_disease_or_infections.l,exposed_to_radiation.l,physical_proximity.l,consequence_of_error.l,assisting_and_caring_for_others.l,spatial_orientation.l,sound_localization.l,glare_sensitivity.l,night_vision.l,peripheral_vision.l,transportation.l,exposed_to_whole_body_vibrations.l,extremely_bright_or_inadequate_lighting.l,very_hot_or_cold_temperatures.l,exposed_to_high_places.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,indoors_not_environmentally_controlled.l,outdoors_exposed_to_weather.l,outdoors_under_cover.l,operating_vehicles_mechanized_devices_or_equipment.l,management_of_financial_resources.l,management_of_material_resources.l,management_of_personal_resources.l,coordination.l,administration_and_management.l,personnel_and_human_resources.l,responsibility_for_outcomes_and_results.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,resolving_conflicts_and_negotiating_with_others.l,coaching_and_developing_others.l,coordinating_the_work_and_activities_of_others.l,developing_and_building_teams.l,guiding_directing_and_motivating_subordinates.l,training_and_teaching_others.l,scheduling_work_and_activities.l,service_orientation.l,speech_recognition.l,face_to_face_discussions.l,telephone.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,frequency_of_conflict_situations.l,coordinate_or_lead_others.l,deal_with_external_customers.l,work_with_work_group_or_team.l,frequency_of_decision_making.l,identifying_objectives_actions_and_events.l,getting_information.l,monitoring_processes_materials_or_surroundings.l,interpreting_the_meaning_of_information_for_others.l,providing_consultation_and_advice_to_others.l,analysing_data_or_information.l,evaluating_information_to_determine_compliance_with_standards.l,judging_the_qualities_of_objects_services_or_people.l,processing_information.l,developing_objectives_and_strategies.l,making_decisions_and_solving_problems.l,organizing_planning_and_prioritizing_work.l,thinking_creatively.l,updating_and_using_relevant_knowledge.l,documenting_recording_information.l,working_with_computers.l,negotiation.l,persuasion.l,economics_and_accounting.l,customer_and_personal_service.l,sales_and_marketing.l,level_of_competition.l,communicating_with_people_outside_the_organization.l,performing_for_or_working_directly_with_the_public.l,selling_or_influencing_others.l,operations_monitoring.l,operation_and_control.l,time_sharing.l,selective_attention.l,explosive_strength.l,response_orientation.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,reaction_time.l,auditory_attention.l,hearing_sensitivity.l,far_vision.l,depth_perception.l,administrative.l,computers_and_electronics.l,electronic_mail.l,time_pressure.l,importance_of_being_exact_or_accurate.l,importance_of_repeating_same_tasks.l,performing_administrative_activities.l,quality_control_analysis.l,technology_design.l,visualization.l,telecommunications.l,building_and_construction.l,engineering_and_technology.l,mechanical.l,design.l,public_safety_and_security.l,production_and_processing.l,physics.l,spent_time_climbing_ladders_scaffolds_or_poles.l,inspecting_equipment_structures_or_materials.l,drafting_laying_out_and_specifying_technical_devices_parts_and_equipment.l,basic.mathematics.l,systems_analysis.l,category_flexibility.l,perceptual_speed.l,flexibility_of_closure.l,speed_of_closure.l,number_facility.l,mathematical_reasoning.l,memorization.l,mathematics.l,rate_control.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,exposed_to_contaminants.l,sounds_noise_levels_are_distracting_or_uncomfortable.l,exposed_to_hazardous_equipment.l,wear_common_protective_or_safety_equipment.l,wear_specialized_protective_or_safety_equipment.l,pace_determined_by_speed_of_equipment.l,controlling_machines_and_processes.l,handling_and_moving_objectives.l,learning_strategies.l,instructing.l,speech_clarity.l,english_language.l,history_and_archeology.l,philosophy_and_theology.l,fine_arts.l,communications_and_media.l,education_and_training.l,geography.l,sociology_and_anthropology.l,public_speaking.l,dynamic_flexibility.l,gross_body_equilibrium.l,extent_flexibility.l,gross_body_coordination.l,static_strength.l,dynamic_strength.l,trunk_strength.l,stamina.l,speed_of_limb_movement.l,responsible_for_others_health_and_safety.l,spend_time_bending_or_twisting_the_body.l,spend_time_keeping_or_regaining_balance.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l,cramped_work_space_awkward_positions.l,exposed_to_minor_burns_cuts_bites_or_stings.l,performing_general_physical_activities.l
51-9071,24350,12175,Jewelers and Precious Stone and Metal Workers,2,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,46640,Little or no change,39,38,42,37,41,38,31,41,30,0,37,42,42,42,43,41,43,34,47,47,43,77,0,28.999999999999996,0,28.000000000000004,20,68,0,35,48,62,24,50,11,0,0,46,0,0,5,0,4,60,51,20,0,0,0,0,0,28.000000000000004,1,17,19,2,6,0,18,3,3,0,28.999999999999996,28.000000000000004,28.999999999999996,32,38,27,44,46,0,30,28.000000000000004,27,18,23,32,40,36,39,88,75,63,39,32,51,56.99999999999999,56.99999999999999,70,52,51,53,22,27,36,37,56.99999999999999,43,30,57.99999999999999,53,64,54,28.999999999999996,23,37,39,26,52,45,56.00000000000001,43,46,43,37,35,32,43,0,23,0,34,68,37,34,28.999999999999996,36,28.999999999999996,31,26,41,83,88,54,34,46,21,0,0,23,43,54,49,28.000000000000004,56.00000000000001,31,1,50,39,37,28.000000000000004,49,41,51,35,36,36,23,44,24,88,81,54,50,72,24,26,55.00000000000001,51,30,34,36,38,0,0,35,20,33,0,10,12,0,0,0,0,18,0,0,0,0,57.99999999999999,25,1,7.000000000000001,66,31,15,7.000000000000001,68,28.000000000000004
51-9081,34150,34150,Dental Laboratory Technicians,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,45770,Faster than average,43,43,45,43,39,43,32,36,28.999999999999996,0,27,45,36,36,43,43,45,34,43,52,45,80,0,32,20,28.999999999999996,27,56.99999999999999,43,28.999999999999996,43,68,31,42,16,0,63,53,25,23,2,72,3,53,45,23,7.000000000000001,0,0,0,0,19,0,14.000000000000002,16,0,15,0,2,5,0,20,13,27,30,37,49,34,50,39,10,45,40,46,28.000000000000004,36,44,54,30,34,89,65,66,31,36,51,42,66,68,53,48,60,36,31,45,47,50,56.00000000000001,38,60,59,60,62,37,26,27,28.999999999999996,23,57.99999999999999,31,54,28.000000000000004,19,18,39,37,32,45,0,20,55.00000000000001,37,52,30,32,27,36,30,40,39,31,96,95,64,23,46,25,50,13,24,60,53,66,35,67,38,0,52,22,30,28.999999999999996,45,41,43,30,30,30,28.999999999999996,44,20,96,99,65,68,93,16,19,71,60,43,39,39,44,11,0,49,23,44,0,12,8,0,0,0,0,18,0,18,0,0,46,23,0,3,76,23,16,9,67,27
51-9082,15300,15300,Medical Appliance Technicians,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,45280,Faster than average,52,43,50,45,43,45,43,45,36,5,32,52,43,43,52,45,45,43,56.99999999999999,55.00000000000001,45,72,13,37,43,45,43,52,46,34,48,59,35,42,23,34,40,44,28.999999999999996,30,21,48,21,71,54,56.00000000000001,0,0,0,0,0,24,4,4,17,10,16,10,7.000000000000001,5,1,17,20,30,30,43,46,34,71,41,19,44,42,56.00000000000001,41,36,49,44,43,48,85,80,82,43,44,70,69,74,85,59,57.99999999999999,63,42,41,47,49,50,53,41,59,65,59,57.99999999999999,45,36,30,34,22,60,32,59,42,50,23,43,39,41,41,16,30,52,41,50,39,41,43,41,43,45,43,70,85,85,55.00000000000001,27,54,34,54,22,45,47,55.00000000000001,54,38,61,50,3,56.00000000000001,35,41,43,43,37,43,32,41,39,32,45,27,87,94,81,83,89,44,26,55.00000000000001,63,41,45,45,56.00000000000001,0,16,19,28.999999999999996,51,15,16,38,0,23,30,27,37,30,36,25,0,69,48,21,24,63,84,48,27,56.99999999999999,56.00000000000001
51-9083,18930,18930,Ophthalmic Laboratory Technicians,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37270,Faster than average,41,36,41,41,36,39,36,37,23,11,18,43,28.999999999999996,27,43,36,43,32,46,52,43,75,0,36,28.999999999999996,30,36,54,48,41,43,15,39,34,13,0,20,17,0,14.000000000000002,8,28.999999999999996,0,63,25,33,0,0,0,0,0,12,3,8,6,1,1,0,10,0,0,0,13,11,28.999999999999996,36,30,18,51,27,14.000000000000002,38,34,39,30,34,42,41,37,39,80,63,60,62,46,56.00000000000001,57.99999999999999,77,68,49,48,52,33,25,39,37,44,41,26,41,50,34,49,33,43,23,28.999999999999996,17,40,22,41,19,28.999999999999996,22,41,45,30,45,11,20,61,41,59,43,36,27,43,37,31,49,46,90,82,79,34,48,14.000000000000002,45,14.000000000000002,11,35,49,22,21,57.99999999999999,14.000000000000002,2,37,18,32,28.999999999999996,41,41,39,28.999999999999996,32,28.999999999999996,27,53,41,90,71,62,27,28.000000000000004,7.000000000000001,73,55.00000000000001,60,34,32,37,34,0,0,0,13,35,0,0,11,0,0,27,18,16,9,30,21,21,42,37,17,28.000000000000004,80,72,56.00000000000001,16,45,30
51-9111,358640,358640,Packaging and Filling Machine Operators and Tenders,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,35960,Average,39,30,32,41,30,34,37,30,28.999999999999996,0,0,41,30,32,41,39,43,41,43,43,43,65,0,25,37,37,32,48,50,37,37,26,22,36,0,20,19,24,0,28.000000000000004,10,4,3,59,60,37,25,16,16,16,16,21,5,12,44,28.000000000000004,2,45,41,18,5,42,0,0,32,43,37,33,67,18,15,37,36,33,24,28.000000000000004,40,38,30,41,80,14.000000000000002,85,56.99999999999999,38,69,24,76,79,60,49,62,34,28.999999999999996,43,50,56.00000000000001,51,40,50,53,53,56.99999999999999,39,30,28.999999999999996,30,26,47,28.000000000000004,61,20,18,16,46,41,39,43,14.000000000000002,37,52,43,45,46,43,36,41,37,33,39,22,86,85,74,19,37,5,41,17,27,33,57.99999999999999,34,44,57.99999999999999,22,26,56.00000000000001,22,28.999999999999996,28.999999999999996,43,43,43,30,28.999999999999996,30,28.999999999999996,45,43,89,88,75,77,81,26,90,55.00000000000001,81,32,32,43,44,0,21,0,23,48,0,13,20,0,28.999999999999996,41,34,41,30,43,34,32,85,73,32,28.999999999999996,78,89,72,39,53,56.99999999999999
51-9123,11850,11850,"Painting, Coating, and Decorating Workers",1,Manufacturing,No formal educational credential,Moderate-term on-the-job training,37330,Average,32,28.999999999999996,37,37,28.999999999999996,34,39,32,16,0,9,37,27,28.999999999999996,39,39,34,27,43,43,37,66,0,18,13,25,7.000000000000001,43,41,20,54,56.00000000000001,0,28.999999999999996,0,0,0,30,17,28.000000000000004,3,1,4,57.99999999999999,21,35,0,0,5,0,0,10,0,28.000000000000004,21,4,0,0,60,6,6,0,9,11,30,37,24,0,36,48,7.000000000000001,33,31,17,25,16,42,37,30,32,94,52,69,28.000000000000004,26,67,55.00000000000001,74,46,41,42,57.99999999999999,32,0,31,39,42,44,33,45,36,32,46,0,0,27,28.999999999999996,0,26,15,37,0,0,7.000000000000001,32,14.000000000000002,30,30,13,13,41,37,50,9,28.999999999999996,28.999999999999996,36,30,18,14.000000000000002,48,47,71,36,11,30,7.000000000000001,30,5,0,0,18,0,27,36,17,5,45,0,16,16,36,30,30,20,16,16,16,19,11,85,75,70,4,42,32,33,23,84,28.999999999999996,25,34,36,0,0,0,0,32,0,0,15,0,18,32,25,30,20,39,25,5,28.000000000000004,34,4,23,71,60,36,27,7.000000000000001,35
51-9124,145410,145410,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,39130,Average,32,30,39,43,37,37,30,34,28.999999999999996,9,9,41,30,30,39,41,45,32,43,43,41,56.99999999999999,0,37,41,43,41,43,46,27,55.00000000000001,74,46,65,0,0,0,23,0,0,2,16,2,74,32,0,25,25,25,20,20,0,0,27,76,13,0,3,32,8,3,50,14.000000000000002,16,28.999999999999996,39,22,0,50,56.99999999999999,0,0,27,44,0,45,32,45,32,39,83,8,74,35,35,49,28.000000000000004,75,76,71,37,63,44,47,51,45,60,57.99999999999999,46,60,56.99999999999999,43,54,43,40,27,30,0,0,0,31,23,0,0,54,48,36,43,14.000000000000002,36,54,46,46,45,39,41,43,41,0,22,2,79,72,46,0,52,7.000000000000001,43,0,0,15,37,0,19,26,0,4,43,42,28.999999999999996,28.999999999999996,41,43,41,34,28.999999999999996,27,34,0,43,99,75,91,28.000000000000004,82,65,77,60,70,36,34,36,25,0,0,0,0,28.000000000000004,0,0,26,0,30,45,39,41,39,46,37,25,65,57.99999999999999,22,26,94,80,77,17,44,40
51-9141,24020,24020,Semiconductor Processing Technicians,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,39870,Decline,41,32,41,43,39,39,39,41,20,11,23,43,30,30,45,43,46,48,48,48,48,59,0,30,41,39,37,52,45,27,41,77,43,41,18,0,0,44,0,9,4,0,14.000000000000002,60,73,45,7.000000000000001,11,16,11,11,7.000000000000001,0,39,23,4,20,13,4,7.000000000000001,0,28.000000000000004,7.000000000000001,13,25,37,35,10,60,22,24,32,47,53,37,39,52,36,28.999999999999996,41,73,69,68,45,44,69,18,75,55.00000000000001,57.99999999999999,53,64,50,24,46,60,54,42,34,55.00000000000001,71,45,65,42,47,27,30,0,35,0,51,17,20,24,50,41,30,43,0,39,46,41,48,38,28.999999999999996,27,36,36,17,54,39,72,81,70,19,48,14.000000000000002,43,11,0,32,25,11,33,53,13,12,56.99999999999999,25,25,27,43,45,38,23,25,27,34,41,36,73,77,65,33,89,52,62,70,72,28.999999999999996,32,38,55.00000000000001,0,18,0,26,48,0,0,15,0,16,0,27,38,25,36,28.999999999999996,16,69,28.999999999999996,6,14.000000000000002,54,64,59,42,22,60
51-9151,5740,5740,Photographic Process Workers and Processing Machine Operators,1,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,36590,Decline,48,41,45,46,39,41,43,39,39,23,18,45,37,39,45,45,45,41,45,48,45,63,0,37,36,36,32,41,39,25,50,56.00000000000001,48,54,14.000000000000002,0,0,36,0,0,12,41,0,57.99999999999999,39,30,0,0,0,0,0,0,0,24,48,21,10,1,17,31,19,0,25,27,30,41,31,19,59,39,21,36,36,32,15,24,43,35,43,45,97,86,82,53,46,48,76,70,56.00000000000001,33,47,45,24,41,33,34,38,36,30,54,67,50,59,28.999999999999996,49,37,39,17,49,35,57.99999999999999,46,49,43,45,41,41,45,28.999999999999996,18,41,36,41,36,36,30,41,28.999999999999996,25,57.99999999999999,54,75,68,56.00000000000001,35,39,21,43,9,0,19,42,22,16,42,0,26,48,16,32,39,45,43,43,34,32,32,39,28.999999999999996,28.999999999999996,73,75,46,31,24,5,19,54,48,41,39,43,36,0,0,21,18,28.999999999999996,0,0,19,0,20,39,21,30,28.999999999999996,36,28.999999999999996,0,55.00000000000001,50,31,31,56.00000000000001,73,61,35,19,27
51-9161,157840,157840,Computer Numerically Controlled Tool Operators,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,46640,Decline,46,45,56.99999999999999,55.00000000000001,43,43,39,43,41,37,34,54,43,43,45,43,48,43,54,54,45,68,28.999999999999996,45,45,46,43,52,54,39,46,33,52,55.00000000000001,21,10,0,49,0,14.000000000000002,16,1,0,51,68,32,25,30,32,18,25,27,3,32,21,14.000000000000002,7.000000000000001,10,41,5,0,40,16,21,34,41,35,23,47,28.999999999999996,18,40,40,48,38,41,47,48,30,45,89,34,72,40,38,45,28.000000000000004,66,54,46,41,59,47,38,49,49,44,55.00000000000001,40,56.00000000000001,59,54,64,50,51,30,36,24,35,28.999999999999996,49,21,19,0,56.99999999999999,54,41,52,0,43,59,46,50,55.00000000000001,56.99999999999999,54,54,52,28.000000000000004,47,20,87,91,71,31,54,27,54,18,26,52,72,46,25,48,52,4,57.99999999999999,46,41,41,43,43,46,43,43,43,41,59,43,94,87,96,80,92,4,87,81,74,43,43,43,38,0,0,0,22,45,0,0,10,0,20,41,30,43,32,41,30,37,54,52,6,20,78,85,56.00000000000001,38,61,55.00000000000001
51-9162,25800,25800,Computer Numerically Controlled Tool Programmers,1,Manufacturing,Postsecondary nondegree award,Moderate-term on-the-job training,60780,Much faster than average,43,52,50,52,48,41,39,45,45,59,41,46,43,43,50,45,54,45,52,55.00000000000001,54,82,0,43,34,39,30,43,39,32,34,17,41,52,25,17,0,26,0,26,0,1,13,56.99999999999999,56.00000000000001,25,7.000000000000001,0,0,0,0,0,0,28.000000000000004,30,4,15,15,53,8,3,27,18,28.999999999999996,36,43,38,28.000000000000004,66,41,21,28.999999999999996,50,55.00000000000001,50,49,41,53,27,37,90,54,71,43,34,60,41,76,69,48,50,66,46,43,53,47,53,64,41,56.00000000000001,67,59,74,54,64,27,36,0,35,18,43,37,16,28.999999999999996,54,45,36,46,11,28.999999999999996,45,41,39,45,43,39,43,37,39,71,68,70,94,61,36,45,28.999999999999996,55.00000000000001,22,24,57.99999999999999,71,62,41,56.00000000000001,39,7.000000000000001,56.00000000000001,60,50,43,48,45,48,41,46,52,37,57.99999999999999,34,69,74,76,65,95,1,54,92,59,39,43,39,51,0,21,0,31,51,12,13,12,0,11,25,27,28.999999999999996,20,36,25,16,48,21,4,5,43,61,40,17,45,43
51-9191,12510,12510,Adhesive Bonding Machine Operators and Tenders,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,37630,Little or no change,39,34,39,45,36,41,34,36,27,9,11,43,25,25,39,39,43,32,43,45,43,79,0,30,45,43,41,45,43,34,37,49,31,46,7.000000000000001,0,0,45,0,31,27,9,15,70,71,34,18,16,18,16,21,22,10,28.000000000000004,44,19,0,36,34,6,7.000000000000001,40,11,18,25,43,35,31,75,14.000000000000002,0,17,38,45,52,24,44,32,28.999999999999996,39,86,36,90,50,46,56.99999999999999,33,69,69,49,37,53,27,19,33,38,50,35,26,47,55.00000000000001,31,42,34,31,23,27,18,36,26,40,0,0,0,56.99999999999999,54,32,46,16,41,48,52,43,48,45,39,41,41,21,44,40,78,72,66,21,50,0,45,14.000000000000002,15,33,57.99999999999999,18,36,59,21,14.000000000000002,49,11,34,37,43,45,39,28.999999999999996,30,28.999999999999996,25,40,45,91,95,80,72,89,33,75,70,89,30,34,37,48,0,0,0,0,50,0,15,34,11,28.999999999999996,48,39,50,39,45,37,25,71,56.00000000000001,31,48,68,90,70,48,47,60
51-9192,13580,13580,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,35090,Average,34,30,30,43,30,36,30,30,27,0,5,36,28.999999999999996,21,34,34,39,30,34,41,36,56.00000000000001,0,18,25,30,16,41,41,27,30,46,21,43,9,0,0,33,15,44,1,13,1,32,51,33,13,11,23,13,11,0,1,24,57.99999999999999,24,0,27,59,38,11,37,0,5,28.999999999999996,30,33,16,44,28.999999999999996,20,42,34,35,34,24,38,38,28.999999999999996,32,81,20,67,40,38,49,6,78,56.00000000000001,49,49,64,33,35,32,51,49,52,28.999999999999996,61,48,30,51,52,43,28.999999999999996,28.999999999999996,0,25,0,28.000000000000004,14.000000000000002,21,24,41,43,32,39,13,30,43,41,43,37,41,32,34,30,0,12,9,77,55.00000000000001,52,23,32,0,34,0,0,0,40,0,20,49,19,28.999999999999996,59,17,16,21,39,43,32,28.999999999999996,20,20,25,28.999999999999996,25,72,57.99999999999999,86,28.999999999999996,100,39,65,56.00000000000001,77,30,28.999999999999996,36,37,0,0,0,0,32,0,0,24,0,27,43,32,37,28.999999999999996,43,32,25,65,50,22,41,61,93,84,37,42,57.99999999999999
51-9193,7500,7500,Cooling and Freezing Equipment Operators and Tenders,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,40390,Average,43,45,46,48,43,43,34,43,34,11,21,45,34,34,43,43,43,39,43,43,43,72,7.000000000000001,39,43,45,43,45,45,32,43,61,42,55.00000000000001,13,0,0,45,0,24,1,0,0,49,48,35,21,20,27,18,13,10,8,46,76,46,26,45,63,55.00000000000001,31,50,18,23,36,41,36,0,67,34,17,30,46,36,41,34,47,40,30,39,92,21,71,31,32,69,24,76,72,55.00000000000001,52,65,50,45,28.999999999999996,50,52,44,38,51,54,36,53,62,42,28.999999999999996,28.999999999999996,0,0,0,55.00000000000001,32,24,27,55.00000000000001,52,32,46,13,30,45,43,43,45,43,30,41,39,0,36,32,77,77,69,35,45,9,45,13,34,44,52,41,38,41,35,26,64,35,34,32,41,50,39,32,36,34,32,39,41,71,64,88,65,100,64,72,72,87,34,39,39,42,0,0,0,21,43,5,0,28.000000000000004,0,32,43,30,45,32,45,34,23,79,32,27,25,35,83,60,40,46,70
51-9194,7110,7110,Etchers and Engravers,1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,36590,Slower than average,43,32,45,41,32,39,32,37,16,9,23,43,37,36,43,41,45,41,48,46,43,77,0,32,30,34,20,52,48,27,37,41,27,53,0,0,0,32,0,0,4,0,10,46,51,38,13,9,11,11,9,17,1,17,28.999999999999996,5,15,4,28.000000000000004,8,2,32,14.000000000000002,13,28.999999999999996,30,44,25,45,32,16,31,33,31,28.999999999999996,26,44,45,30,43,98,74,60,31,25,51,44,59,54,45,41,47,33,36,42,40,48,48,32,53,60,54,53,41,42,25,28.999999999999996,0,49,33,40,40,28.999999999999996,35,43,41,30,43,13,25,54,41,56.99999999999999,36,23,28.999999999999996,37,30,33,45,57.99999999999999,81,86,59,26,41,21,45,0,0,43,48,40,0,66,0,6,41,36,25,23,43,39,37,27,28.999999999999996,27,28.999999999999996,40,32,85,81,66,49,67,22,42,62,72,28.999999999999996,30,43,39,0,0,28.000000000000004,23,34,0,0,5,0,18,23,20,32,25,36,20,0,49,33,8,20,50,60,39,30,30,44
51-9195,38420,9605,"Glass Blowers, Molders, Benders, and Finishers",4,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,37500,Much faster than average,43,41,43,43,39,37,37,39,27,5,23,43,41,39,41,41,43,37,43,45,43,76,0,32,34,36,34,52,52,37,54,44,0,35,18,0,0,44,0,25,1,4,0,63,64,14.000000000000002,13,9,28.999999999999996,13,11,0,1,53,77,18,4,15,65,3,3,26,16,23,30,36,38,40,51,0,0,0,19,19,15,13,32,24,25,41,81,30,56.99999999999999,24,26,38,35,71,80,42,36,52,23,24,41,40,33,35,26,39,27,38,40,32,31,27,28.999999999999996,32,46,42,37,0,0,0,43,41,39,50,18,37,54,45,56.99999999999999,50,39,37,46,39,27,43,25,59,84,50,11,43,13,55.00000000000001,0,47,62,60,64,34,66,44,6,45,24,30,25,43,45,39,28.999999999999996,34,30,30,49,43,75,87,85,71,97,32,63,74,62,34,34,39,44,0,0,17,0,56.99999999999999,0,0,7.000000000000001,0,21,34,28.999999999999996,37,28.999999999999996,41,28.999999999999996,23,51,26,7.000000000000001,21,70,65,41,42,100,52
51-9195,38420,9605,"Molders, Shapers, and Casters, Except Metal and Plastic",4,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,37500,Much faster than average,41,36,41,41,41,39,37,37,25,0,11,39,28.999999999999996,28.999999999999996,37,36,43,30,43,43,43,57.99999999999999,0,32,34,39,39,46,46,36,41,38,35,47,0,0,6,24,0,0,6,4,1,61,60,35,25,21,28.999999999999996,13,25,28.000000000000004,11,44,56.99999999999999,20,5,24,76,18,15,31,7.000000000000001,25,30,39,37,23,61,27,12,30,28.999999999999996,30,27,25,34,33,28.999999999999996,45,70,15,75,28.999999999999996,31,65,32,78,26,42,40,49,33,25,35,46,47,46,28.000000000000004,44,51,38,49,37,28.000000000000004,27,32,20,28.999999999999996,21,53,17,19,20,45,41,32,41,11,32,45,43,46,43,39,30,41,39,32,25,6,78,78,62,24,41,9,43,0,19,36,43,25,34,43,24,19,50,33,34,27,43,41,37,27,28.999999999999996,28.999999999999996,28.999999999999996,33,37,90,68,79,57.99999999999999,99,19,69,59,86,34,39,41,38,0,0,0,12,38,0,0,17,0,30,43,30,54,41,43,37,25,61,63,14.000000000000002,26,82,94,71,30,63,66
51-9195,38420,9605,"Potters, Manufacturing",4,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,37500,Much faster than average,41,30,45,43,30,34,39,37,20,0,27,45,41,50,45,43,45,41,43,43,43,89,0,11,9,23,9,54,55.00000000000001,41,43,17,28.999999999999996,54,9,0,9,53,0,28.999999999999996,2,0,1,30,38,13,14.000000000000002,7.000000000000001,9,7.000000000000001,14.000000000000002,36,0,17,35,1,28.000000000000004,3,40,15,37,33,11,23,27,36,56.99999999999999,18,55.00000000000001,51,0,16,12,28.000000000000004,11,16,21,50,28.999999999999996,43,82,65,67,22,28.999999999999996,46,83,56.00000000000001,74,40,40,52,21,11,34,38,38,34,48,50,57.99999999999999,66,41,30,25,20,28.999999999999996,32,49,47,34,45,49,38,45,45,30,43,9,39,56.99999999999999,52,56.99999999999999,34,27,25,37,37,38,42,70,50,71,72,25,36,11,54,17,0,43,46,52,39,59,20,4,50,16,25,27,45,39,36,21,20,21,23,48,41,87,79,36,26,38,23,2,72,84,20,25,41,45,21,19,73,43,40,0,10,32,0,21,41,28.999999999999996,41,32,41,30,21,52,48,6,13,75,46,24,13,31,60
51-9195,38420,9605,"Stone Cutters and Carvers, Manufacturing",4,Manufacturing,High school diploma or equivalent,Long-term on-the-job training,37500,Much faster than average,39,28.999999999999996,41,37,34,30,36,32,23,7.000000000000001,30,43,37,39,39,39,41,25,41,41,41,59,0,25,20,21,16,52,52,30,37,46,39,49,5,18,11,41,0,10,7.000000000000001,2,0,54,63,44,13,7.000000000000001,13,7.000000000000001,9,25,25,23,54,2,8,23,59,40,31,54,9,14.000000000000002,27,34,50,33,59,33,22,48,46,59,39,36,43,40,23,34,84,31,60,23,34,56.00000000000001,42,69,53,45,47,66,37,34,48,45,48,56.00000000000001,36,57.99999999999999,63,52,55.00000000000001,32,43,23,21,19,32,27,55.00000000000001,28.000000000000004,34,22,34,34,23,45,16,21,54,43,56.99999999999999,36,36,23,39,32,21,34,5,81,85,57.99999999999999,22,34,11,46,5,34,32,44,47,40,39,23,4,54,42,23,23,43,34,37,18,21,20,20,50,23,94,94,88,60,86,56.00000000000001,61,74,90,32,32,32,41,12,8,21,20,35,11,0,14.000000000000002,9,16,46,28.999999999999996,46,34,43,34,13,71,66,30,28.000000000000004,84,94,48,14.000000000000002,54,56.99999999999999
