code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,programming.l,operations_analysis.l,written_expression.l,installation.l,equipment_selection.l,equipment_maintenance.l,repairing.l,finger_dexterity.l,manual_dexterity.l,wrist_finger_speed.l,repairing_and_maintaining_electronic_equipment.l,repairing_and_maintaining_mechanical_equipment.l,therapy_and_counseling.l,medicine_and_dentistry.l,biology.l,deal_with_physically_aggressive_people.l,exposed_to_disease_or_infections.l,physical_proximity.l,assisting_and_caring_for_others.l,spatial_orientation.l,sound_localization.l,glare_sensitivity.l,night_vision.l,peripheral_vision.l,transportation.l,exposed_to_whole_body_vibrations.l,extremely_bright_or_inadequate_lighting.l,very_hot_or_cold_temperatures.l,exposed_to_high_places.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,indoors_not_environmentally_controlled.l,outdoors_exposed_to_weather.l,outdoors_under_cover.l,operating_vehicles_mechanized_devices_or_equipment.l,personnel_and_human_resources.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,telephone.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,frequency_of_conflict_situations.l,deal_with_external_customers.l,work_with_work_group_or_team.l,interpreting_the_meaning_of_information_for_others.l,processing_information.l,working_with_computers.l,economics_and_accounting.l,customer_and_personal_service.l,sales_and_marketing.l,performing_for_or_working_directly_with_the_public.l,selling_or_influencing_others.l,explosive_strength.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,reaction_time.l,administrative.l,computers_and_electronics.l,electronic_mail.l,importance_of_being_exact_or_accurate.l,importance_of_repeating_same_tasks.l,building_and_construction.l,engineering_and_technology.l,design.l,production_and_processing.l,basic.mathematics.l,number_facility.l,mathematical_reasoning.l,rate_control.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,exposed_to_contaminants.l,exposed_to_hazardous_equipment.l,wear_common_protective_or_safety_equipment.l,pace_determined_by_speed_of_equipment.l,controlling_machines_and_processes.l,handling_and_moving_objectives.l,history_and_archeology.l,philosophy_and_theology.l,fine_arts.l,communications_and_media.l,geography.l,sociology_and_anthropology.l,public_speaking.l,gross_body_equilibrium.l,extent_flexibility.l,gross_body_coordination.l,static_strength.l,dynamic_strength.l,trunk_strength.l,stamina.l,speed_of_limb_movement.l,spend_time_bending_or_twisting_the_body.l,spend_time_keeping_or_regaining_balance.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l,exposed_to_minor_burns_cuts_bites_or_stings.l,performing_general_physical_activities.l
43-4081,220380,220380,"Hotel, Motel, and Resort Desk Clerks",1,Hospitality & Tourism,High school diploma or equivalent,Short-term on-the-job training,28080,Much faster than average,13,0,43,0,0,0,0,28.999999999999996,28.999999999999996,0,16,13,18,21,0,21,3,64,48,11,0,0,0,0,25,4,6,8,4,11,5,4,11,6,13,28.999999999999996,37,26,96,99,82,70,93,95,32,50,50,39,63,38,69,47,11,25,11,28.999999999999996,0,60,47,92,79,72,13,20,0,25,30,34,28.999999999999996,0,56.99999999999999,14.000000000000002,4,10,11,20,46,0,19,0,28.999999999999996,23,19,36,9,9,7.000000000000001,14.000000000000002,13,28.999999999999996,7.000000000000001,0,28.999999999999996,17,9,70,74,33,4,31
43-4111,169840,169840,"Interviewers, Except Eligibility and Loan",1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,37220,Decline,16,23,48,0,0,0,0,25,14.000000000000002,7.000000000000001,31,24,34,25,0,25,62,79,61,0,0,9,0,0,0,3,38,7.000000000000001,0,11,0,8,7.000000000000001,7.000000000000001,28.999999999999996,35,44,44,93,100,74,70,84,98,55.00000000000001,69,56.99999999999999,21,81,0,62,28.000000000000004,0,14.000000000000002,0,16,0,73,65,98,92,91,0,0,0,0,30,32,30,0,48,44,1,4,23,21,22,0,0,0,34,14.000000000000002,23,28.999999999999996,0,0,0,0,0,13,0,0,22,6,19,73,20,25,7.000000000000001,25
43-4121,78470,78470,"Library Assistants, Clerical",1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,29450,Little or no change,7.000000000000001,0,43,0,0,0,0,30,30,9,20,0,20,12,0,9,34,73,42,16,0,0,0,0,15,0,25,8,3,3,0,17,11,8,0,18,42,0,90,89,54,53,71,84,35,56.99999999999999,48,14.000000000000002,52,26,51,14.000000000000002,0,20,25,30,0,51,48,94,79,68,0,0,12,18,30,32,27,0,63,22,0,11,12,18,54,34,42,12,35,38,36,45,20,32,16,28.999999999999996,18,28.999999999999996,14.000000000000002,0,44,8,28.999999999999996,63,45,38,16,36
43-4131,238610,238610,Loan Interviewers and Clerks,1,Finance,High school diploma or equivalent,Short-term on-the-job training,45940,Decline,16,30,55.00000000000001,0,0,0,0,30,5,7.000000000000001,0,21,0,0,0,7.000000000000001,17,45,28.000000000000004,0,0,0,0,0,0,0,2,0,0,23,0,6,1,1,0,33,28.000000000000004,0,100,99,68,66,93,78,59,71,71,49,62,47,76,44,0,7.000000000000001,0,5,0,66,52,83,93,83,0,0,0,28.000000000000004,45,46,46,0,46,21,1,0,13,17,16,0,0,0,30,0,0,28.999999999999996,0,0,0,0,0,11,0,0,13,0,6,54,25,21,0,0
43-4141,40500,40500,New Accounts Clerks,1,Business Management & Administration,High school diploma or equivalent,Moderate-term on-the-job training,37840,Decline,11,5,43,0,0,0,0,27,21,11,0,0,0,0,0,8,3,72,34,0,0,0,0,0,0,0,16,0,0,0,0,4,12,4,0,23,17,22,98,97,56.00000000000001,52,87,78,27,50,42,45,77,56.99999999999999,55.00000000000001,50,0,16,0,14.000000000000002,0,66,57.99999999999999,97,92,86,0,0,0,26,43,41,39,0,57.99999999999999,19,0,0,3,22,26,0,0,0,30,0,0,20,0,0,0,0,5,20,0,0,37,2,12,65,49,41,0,22
43-4151,133850,133850,Order Clerks,1,Business Management & Administration,"Some college, no degree",Short-term on-the-job training,37920,Decline,7.000000000000001,18,43,0,0,0,0,30,23,20,25,35,0,0,0,15,3,56.00000000000001,36,0,0,0,0,0,38,1,20,8,2,7.000000000000001,4,11,16,14.000000000000002,17,32,46,27,100,96,63,56.00000000000001,83,88,46,63,54,36,62,52,51,55.00000000000001,0,16,13,25,0,64,56.99999999999999,98,80,81,16,28.000000000000004,14.000000000000002,41,41,41,32,0,47,24,12,24,9,25,33,0,0,0,35,34,12,24,0,14.000000000000002,0,9,7.000000000000001,25,9,0,18,0,6,46,25,31,7.000000000000001,38
43-4161,102770,102770,"Human Resources Assistants, Except Payroll and Timekeeping",1,Business Management & Administration,Associate's degree,None,45630,Decline,11,18,56.99999999999999,0,0,0,0,20,0,5,18,0,19,0,0,24,14.000000000000002,53,40,0,0,0,0,0,12,1,11,6,1,8,0,10,2,1,0,64,40,50,98,98,63,69,75,91,50,72,60,40,70,13,48,36,0,0,0,0,0,83,49,100,93,84,0,0,0,0,28.999999999999996,30,28.999999999999996,0,36,21,1,3,3,24,31,0,0,0,33,0,13,19,0,0,0,0,5,14.000000000000002,0,0,16,1,13,62,27,28.000000000000004,7.000000000000001,26
43-4171,983150,983150,Receptionists and Information Clerks,1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,29950,Slower than average,5,0,46,0,0,0,0,30,23,0,14.000000000000002,0,17,21,0,21,31,52,56.00000000000001,0,0,0,0,0,12,0,1,1,0,8,1,6,2,2,0,25,19,8,99,100,68,56.00000000000001,91,86,39,62,47,18,59,16,68,25,0,18,18,23,0,67,49,90,81,84,0,0,0,11,30,32,32,0,34,11,1,4,7.000000000000001,15,47,0,16,0,26,9,16,28.000000000000004,0,0,0,11,0,7.000000000000001,0,0,17,2,11,61,24,22,9,15
43-4181,100860,100860,Reservation and Transportation Ticket Agents and Travel Clerks,1,Hospitality & Tourism,High school diploma or equivalent,Short-term on-the-job training,39900,Faster than average,13,14.000000000000002,43,0,0,0,0,36,28.999999999999996,7.000000000000001,0,0,24,0,0,14.000000000000002,12,81,60,0,0,11,0,0,59,0,14.000000000000002,26,4,28.999999999999996,18,4,49,3,17,31,22,0,89,100,76,66,91,86,47,62,56.00000000000001,14.000000000000002,77,45,73,39,0,28.999999999999996,28.999999999999996,30,20,41,59,53,92,98,0,0,0,26,36,34,28.999999999999996,20,51,51,5,44,41,40,65,12,26,0,40,57.99999999999999,18,62,14.000000000000002,14.000000000000002,21,34,21,30,20,0,22,23,11,63,56.99999999999999,39,21,60
43-5011,85750,42875,Cargo and Freight Agents,2,"Transportation, Distribution & Logistics",High school diploma or equivalent,Short-term on-the-job training,46910,Average,5,20,45,0,11,9,7.000000000000001,30,20,11,32,49,18,0,0,24,9,53,25,11,9,9,9,11,65,31,34,33,20,41,26,23,28.000000000000004,21,45,27,28.000000000000004,17,89,87,67,41,59,71,39,45,37,35,52,38,44,38,14.000000000000002,18,16,18,14.000000000000002,54,41,81,67,47,22,33,0,36,36,37,36,11,55.00000000000001,34,38,42,18,47,63,18,0,0,39,62,22,35,7.000000000000001,16,9,14.000000000000002,13,16,11,0,24,17,19,45,30,21,17,46
43-5011,85750,42875,Freight Forwarders,2,"Transportation, Distribution & Logistics",High school diploma or equivalent,Short-term on-the-job training,46910,Average,11,0,52,0,0,0,0,25,0,0,13,0,0,0,0,8,1,60,34,0,0,0,0,0,69,1,8,11,0,11,7.000000000000001,27,14.000000000000002,4,16,40,33,23,100,93,68,67,68,87,42,65,60,40,76,49,35,42,0,0,0,0,0,63,48,96,86,73,0,0,0,47,43,41,45,0,33,23,12,6,23,15,30,0,0,0,32,57.99999999999999,0,18,0,0,0,0,0,0,0,0,23,6,10,52,28.999999999999996,30,9,25
43-5021,68310,68310,Couriers and Messengers,1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Short-term on-the-job training,33050,Decline,0,5,34,0,0,14.000000000000002,0,36,39,14.000000000000002,18,30,0,24,0,34,73,45,44,32,28.999999999999996,32,20,27,46,5,50,44,5,77,30,37,66,16,44,13,30,0,99,92,61,50,59,78,22,42,0,0,51,17,42,0,11,43,45,37,32,28.000000000000004,31,86,79,62,0,0,0,18,30,27,23,34,66,70,10,62,11,42,66,0,0,0,19,27,0,16,25,39,30,37,30,41,37,23,27,10,21,68,36,42,42,50
43-5031,97050,97050,Public Safety Telecommunicators,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Moderate-term on-the-job training,46670,Average,13,27,45,0,0,0,0,37,27,30,22,17,35,26,0,52,11,60,59,7.000000000000001,0,5,0,0,35,1,12,5,1,3,0,12,3,2,0,33,39,28.999999999999996,100,99,92,80,98,88,49,64,62,9,88,0,80,25,7.000000000000001,30,25,30,25,64,54,93,96,90,0,14.000000000000002,0,15,27,32,30,7.000000000000001,87,27,1,11,18,27,28.000000000000004,0,25,0,47,46,27,14.000000000000002,9,16,7.000000000000001,9,9,14.000000000000002,9,0,18,3,6,79,18,9,2,21
43-5032,194330,194330,"Dispatchers, Except Police, Fire, and Ambulance",1,"Transportation, Distribution & Logistics",High school diploma or equivalent,Moderate-term on-the-job training,44050,Slower than average,5,11,46,0,0,0,0,30,20,9,20,0,0,0,0,23,3,62,42,0,0,0,0,0,51,7.000000000000001,13,19,7.000000000000001,56.00000000000001,9,26,28.000000000000004,10,27,45,26,25,100,98,86,72,72,92,36,36,39,26,78,20,49,32,0,27,0,16,0,66,47,90,90,88,0,15,0,26,28.999999999999996,32,32,0,60,30,9,18,25,23,30,0,0,0,27,27,24,18,0,0,0,0,0,16,0,0,18,8,10,71,32,28.999999999999996,9,18
43-5041,24000,24000,"Meter Readers, Utilities",1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,45720,Decline,13,9,34,0,16,16,14.000000000000002,34,36,28.999999999999996,27,33,0,8,18,36,27,37,30,30,27,32,27,27,27,30,75,91,22,85,31,51,100,9,44,20,16,15,69,69,73,56.99999999999999,77,73,30,45,41,16,60,16,56.00000000000001,19,14.000000000000002,41,41,36,39,37,45,30,83,73,30,28.999999999999996,25,22,30,30,28.999999999999996,32,89,80,64,72,53,38,60,0,0,0,21,17,0,10,28.999999999999996,43,30,34,23,43,30,23,71,46,61,77,70,66,62,62
43-5051,79320,79320,Postal Service Clerks,1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,52290,Decline,9,7.000000000000001,39,0,0,0,0,41,41,14.000000000000002,20,15,17,8,0,28.000000000000004,17,82,32,0,0,0,0,0,44,7.000000000000001,28.999999999999996,17,5,16,9,27,20,19,27,28.999999999999996,26,15,72,90,74,61,86,77,43,55.00000000000001,44,30,59,43,57.99999999999999,50,11,30,30,39,11,51,51,42,82,74,0,19,14.000000000000002,39,36,41,30,11,72,55.00000000000001,20,26,19,33,70,0,20,0,27,23,21,23,16,37,30,37,30,41,25,18,59,12,26,74,84,46,27,45
43-5052,335540,335540,Postal Service Mail Carriers,1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,52440,Decline,0,14.000000000000002,32,0,0,0,0,41,43,16,0,14.000000000000002,0,0,0,11,8,56.99999999999999,22,28.999999999999996,21,27,25,21,40,0,44,77,0,94,28.999999999999996,50,98,33,50,28.000000000000004,0,0,40,70,50,43,76,47,16,31,18,12,67,42,51,23,14.000000000000002,43,41,41,27,34,25,6,88,82,0,0,0,34,16,18,14.000000000000002,27,80,55.00000000000001,21,27,3,11,80,0,0,0,25,28.999999999999996,13,13,28.999999999999996,39,28.999999999999996,37,28.999999999999996,37,34,18,59,21,18,91,62,53,54,65
43-5053,112130,112130,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,48550,Decline,9,9,28.999999999999996,0,0,9,5,43,46,28.999999999999996,20,16,7.000000000000001,0,0,12,5,63,31,0,0,0,0,0,25,0,28.999999999999996,19,1,4,2,26,9,7.000000000000001,25,9,0,0,23,70,61,49,10,76,25,32,26,11,20,0,17,0,11,41,46,36,34,28.999999999999996,24,19,76,67,0,0,0,21,20,23,18,30,88,78,38,65,73,44,73,0,0,0,15,14.000000000000002,0,7.000000000000001,14.000000000000002,43,28.999999999999996,48,30,43,30,18,67,20,37,89,83,69,40,47
43-5061,367200,367200,"Production, Planning, and Expediting Clerks",1,Manufacturing,High school diploma or equivalent,Moderate-term on-the-job training,48040,Average,9,25,50,0,0,0,0,30,21,13,21,25,0,0,0,17,3,52,41,0,0,0,0,0,22,0,20,33,11,14.000000000000002,18,51,17,10,28.000000000000004,34,52,31,97,93,53,57.99999999999999,49,90,42,62,59,30,56.00000000000001,28.000000000000004,19,32,0,20,16,25,13,55.00000000000001,45,88,86,69,18,32,31,64,36,41,36,11,50,56.00000000000001,47,77,50,43,44,0,0,0,22,0,14.000000000000002,33,7.000000000000001,9,11,13,11,23,13,9,20,3,15,49,45,43,44,38
43-5071,795360,795360,"Shipping, Receiving, and Inventory Clerks",1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,36890,Decline,9,9,37,0,0,0,0,34,41,27,26,42,17,9,0,6,4,46,28.000000000000004,20,14.000000000000002,14.000000000000002,14.000000000000002,23,44,12,24,45,16,21,15,89,28.999999999999996,12,49,32,42,31,86,87,47,57.99999999999999,80,82,40,38,45,38,44,26,38,36,16,34,34,36,27,59,49,96,86,84,18,28.999999999999996,18,43,32,34,30,27,55.00000000000001,37,16,64,52,47,77,0,0,0,32,19,19,16,21,41,27,41,25,41,30,18,43,15,31,43,56.00000000000001,51,44,52
43-5111,54760,54760,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,37610,Faster than average,16,0,43,0,18,18,18,41,34,11,41,32,10,8,0,7.000000000000001,1,57.99999999999999,37,13,13,11,11,13,25,12,48,61,24,22,20,43,16,20,28.999999999999996,16,47,36,68,86,40,47,56.00000000000001,78,55.00000000000001,56.99999999999999,49,22,36,12,40,31,14.000000000000002,36,34,37,34,35,32,53,88,79,11,20,0,46,39,39,37,16,80,52,61,76,70,54,72,0,14.000000000000002,0,18,14.000000000000002,9,37,23,34,27,28.999999999999996,27,30,28.999999999999996,18,47,23,19,60,71,49,27,57.99999999999999
43-6011,466910,466910,Executive Secretaries and Executive Administrative Assistants,1,Business Management & Administration,High school diploma or equivalent,None,62060,Decline,18,13,56.99999999999999,0,0,0,0,32,14.000000000000002,27,19,14.000000000000002,8,0,0,6,8,39,56.99999999999999,0,0,0,0,0,27,0,10,8,0,5,0,3,4,4,14.000000000000002,38,45,21,100,93,39,47,72,90,35,56.99999999999999,52,28.000000000000004,54,0,48,28.000000000000004,0,11,9,13,0,86,54,99,88,71,0,0,0,11,32,39,37,0,61,21,0,2,3,24,51,0,19,0,38,10,17,10,0,0,0,5,0,13,0,0,15,2,5,56.99999999999999,24,21,2,26
43-6012,155250,155250,Legal Secretaries and Administrative Assistants,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Moderate-term on-the-job training,47710,Decline,7.000000000000001,0,54,0,0,0,0,25,11,27,20,0,0,0,0,12,0,41,26,0,0,0,0,0,22,0,19,1,0,15,0,4,0,0,0,0,28.999999999999996,11,99,90,49,40,81,80,33,53,50,0,50,0,34,0,0,14.000000000000002,0,13,0,82,54,100,78,84,0,0,9,0,28.999999999999996,28.999999999999996,27,0,45,20,0,0,5,16,0,0,20,0,25,23,24,18,0,0,0,0,0,14.000000000000002,0,0,28.000000000000004,4,14.000000000000002,54,24,20,1,21
43-6013,656640,656640,Medical Secretaries and Administrative Assistants,1,Health Science,High school diploma or equivalent,Moderate-term on-the-job training,37450,Faster than average,5,11,43,0,0,0,0,39,20,9,15,0,22,46,0,13,61,59,56.00000000000001,0,0,0,0,0,0,0,6,2,0,2,0,0,0,0,0,44,43,27,98,93,73,61,65,85,35,56.99999999999999,44,44,68,35,60,37,0,18,0,23,0,64,54,96,88,90,0,0,0,24,28.999999999999996,28.999999999999996,28.999999999999996,0,61,22,1,20,10,25,34,0,0,0,36,0,0,30,0,0,0,0,0,13,0,0,17,2,5,51,20,17,1,24
43-6014,1825980,1825980,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,37880,Decline,11,16,55.00000000000001,0,0,0,0,23,20,28.999999999999996,12,8,20,22,0,10,28.999999999999996,43,47,0,0,0,0,0,24,0,11,4,0,11,1,2,9,2,13,37,31,15,98,97,59,51,75,90,28.999999999999996,51,42,37,62,28.000000000000004,46,12,0,14.000000000000002,0,18,0,83,65,94,81,83,0,0,0,21,23,25,25,0,48,17,1,1,5,28.000000000000004,35,0,14.000000000000002,0,35,15,20,15,0,0,0,0,0,13,0,0,13,5,4,51,25,24,3,25
43-9021,147170,147170,Data Entry Keyers,1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,35630,Decline,14.000000000000002,0,41,0,7.000000000000001,0,0,43,25,52,0,0,0,0,0,7.000000000000001,11,56.99999999999999,31,0,0,0,0,0,21,0,11,0,0,0,0,0,0,0,10,0,30,0,80,81,54,45,34,76,40,71,54,0,63,22,37,19,11,27,9,28.999999999999996,11,71,49,83,97,95,0,17,13,26,28.999999999999996,28.999999999999996,28.999999999999996,14.000000000000002,49,22,0,0,21,36,44,12,0,0,32,15,16,12,9,21,7.000000000000001,11,13,25,9,0,18,0,2,90,12,26,9,38
43-9022,41930,41930,Word Processors and Typists,1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,44030,Decline,13,11,46,0,0,9,0,34,25,55.00000000000001,13,0,0,0,0,24,22,47,44,0,0,0,0,0,0,0,13,14.000000000000002,0,8,3,2,2,2,7.000000000000001,11,39,15,100,92,62,49,87,76,28.999999999999996,57.99999999999999,48,12,63,0,43,0,0,25,0,18,0,78,59,97,92,91,0,0,0,0,36,28.999999999999996,27,0,44,28.000000000000004,0,0,13,28.000000000000004,35,0,0,0,19,0,0,9,0,0,0,0,9,23,0,0,15,2,11,79,21,24,4,31
43-9031,7600,7600,Desktop Publishers,1,"Arts, Audio/Video Technology & Communications",Associate's degree,Short-term on-the-job training,46910,Decline,37,41,54,0,23,14.000000000000002,18,37,36,27,23,0,0,0,0,0,1,51,33,7.000000000000001,7.000000000000001,5,7.000000000000001,5,0,0,6,9,0,13,0,1,12,2,0,0,34,32,77,79,28.000000000000004,38,52,73,42,44,66,0,28.000000000000004,21,34,36,0,34,14.000000000000002,36,5,53,68,100,86,56.99999999999999,0,0,37,42,30,28.999999999999996,28.999999999999996,7.000000000000001,69,16,4,0,11,27,31,0,0,32,62,12,18,13,5,7.000000000000001,5,5,13,21,9,5,5,3,1,64,14.000000000000002,13,4,22
43-9041,218300,218300,Insurance Claims and Policy Processing Clerks,1,Finance,High school diploma or equivalent,Moderate-term on-the-job training,45520,Slower than average,10,0,46,0,0,0,0,26,14.000000000000002,11,0,0,0,0,0,6,0,49,30,0,0,0,0,0,0,0,6,2,0,6,0,4,2,0,0,14.000000000000002,0,0,95,85,53,47,68,79,41,57.99999999999999,46,26,77,0,34,0,0,13,0,14.000000000000002,0,72,52,100,88,87,0,0,0,22,42,40,38,0,46,1,0,0,14.000000000000002,0,0,0,0,0,33,0,0,8,0,0,0,0,0,16,0,0,4,0,6,68,14.000000000000002,13,0,11
43-9051,69400,69400,"Mail Clerks and Mail Machine Operators, Except Postal Service",1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,32550,Decline,7.000000000000001,0,39,0,13,14.000000000000002,13,45,43,27,26,30,0,0,0,8,1,73,28.999999999999996,14.000000000000002,0,0,0,11,19,0,21,19,0,10,1,27,4,0,28.999999999999996,0,22,8,97,91,60,45,66,84,18,38,37,0,59,14.000000000000002,18,17,16,34,36,39,32,40,36,93,87,81,0,0,0,0,28.999999999999996,25,23,28.999999999999996,82,28.000000000000004,19,13,60,38,66,0,0,0,0,13,0,26,21,34,28.999999999999996,39,28.999999999999996,37,30,14.000000000000002,50,15,24,75,71,50,8,41
43-9061,2578180,2578180,"Office Clerks, General",1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,37030,Decline,0,0,43,0,0,0,0,27,23,11,12,16,0,7.000000000000001,0,16,28.000000000000004,64,30,0,0,0,0,0,18,1,10,8,2,7.000000000000001,2,4,4,2,17,30,22,17,97,93,52,44,82,87,23,50,41,30,53,23,41,13,0,25,11,25,0,73,44,94,90,81,0,9,14.000000000000002,19,30,37,37,0,51,30,4,7.000000000000001,11,23,37,0,17,0,28.999999999999996,18,18,21,0,0,0,7.000000000000001,9,14.000000000000002,0,0,20,6,9,66,30,28.999999999999996,6,28.000000000000004
43-9071,32920,32920,"Office Machine Operators, Except Computer",1,Business Management & Administration,High school diploma or equivalent,Short-term on-the-job training,36630,Decline,13,11,34,0,25,36,27,41,39,25,34,33,0,0,0,2,4,56.00000000000001,27,0,0,0,0,0,11,4,4,4,3,7.000000000000001,4,10,18,6,10,17,50,0,78,77,42,31,67,70,31,51,45,13,52,0,33,24,11,41,30,41,34,44,43,88,69,55.00000000000001,0,14.000000000000002,25,41,28.999999999999996,36,28.999999999999996,34,50,38,7.000000000000001,17,55.00000000000001,44,51,0,0,0,24,0,0,7.000000000000001,16,37,25,30,27,34,25,16,25,8,12,42,56.00000000000001,31,12,28.999999999999996
43-9081,5340,5340,Proofreaders and Copy Markers,1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,43940,Average,0,5,56.99999999999999,0,0,0,0,20,14.000000000000002,7.000000000000001,0,0,0,0,0,0,0,53,14.000000000000002,0,0,0,0,0,0,0,6,6,0,7.000000000000001,0,3,5,2,0,0,0,0,66,93,31,35,40,88,30,54,37,0,27,12,0,0,0,5,0,14.000000000000002,0,41,46,93,97,92,0,0,16,0,14.000000000000002,7.000000000000001,14.000000000000002,0,69,20,0,0,1,0,0,13,26,0,44,23,17,8,0,0,0,0,7.000000000000001,13,0,0,4,0,0,87,12,12,0,0
43-9111,6190,6190,Statistical Assistants,1,Government & Public Administration,Bachelor's degree,None,48160,Average,50,20,55.00000000000001,0,0,0,0,23,14.000000000000002,11,0,0,0,0,13,3,7.000000000000001,45,26,0,0,0,0,0,0,0,24,10,0,10,0,15,6,6,0,38,19,19,85,76,42,32,50,77,61,82,62,42,56.00000000000001,26,34,22,0,9,0,14.000000000000002,0,61,72,100,87,61,0,28.999999999999996,18,30,70,66,70,0,20,9,1,2,3,11,12,14.000000000000002,0,0,37,28.000000000000004,27,30,0,0,0,0,9,11,0,0,4,3,3,67,17,20,1,13
45-1011,25770,25770,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1,"Agriculture, Food & Natural Resources",High school diploma or equivalent,None,48640,Average,0,37,50,0,33,35,34,42,43,30,35,56.00000000000001,20,17,44,10,15,46,31,30,23,28.000000000000004,24,27,42,27,34,62,23,77,56.99999999999999,54,82,49,54,43,54,0,88,84,41,46,56.00000000000001,80,40,56.00000000000001,36,33,52,34,0,27,0,48,47,42,42,42,42,70,72,48,40,41,30,55.00000000000001,38,42,39,35,65,66,57.99999999999999,74,35,61,77,0,0,0,23,32,21,30,26,36,28.999999999999996,43,31,40,33,27,39,20,25,45,52,49,52,68
45-2011,13630,13630,Agricultural Inspectors,1,Government & Public Administration,Bachelor's degree,Moderate-term on-the-job training,45140,Average,7.000000000000001,20,50,0,0,0,0,32,30,18,17,0,17,12,32,17,18,68,37,28.999999999999996,13,21,13,13,37,3,37,68,28.000000000000004,42,3,71,73,59,37,40,28.999999999999996,20,75,90,54,44,82,74,50,57.99999999999999,48,25,64,17,54,30,0,34,34,39,30,49,49,64,91,73,18,28.999999999999996,20,47,39,32,32,25,66,78,31,67,45,31,54,0,16,0,28.000000000000004,33,18,17,14.000000000000002,27,27,28.999999999999996,16,28.999999999999996,25,25,52,23,17,60,66,56.99999999999999,42,55.00000000000001
45-2021,950,950,Animal Breeders,1,"Agriculture, Food & Natural Resources",High school diploma or equivalent,Short-term on-the-job training,40090,Decline,7.000000000000001,18,30,0,7.000000000000001,0,0,45,39,13,0,0,0,36,49,4,27,33,31,18,14.000000000000002,13,7.000000000000001,7.000000000000001,36,3,25,39,4,54,39,52,81,66,23,20,32,0,62,57.99999999999999,13,16,47,44,16,38,24,51,72,68,30,41,16,39,43,43,23,56.99999999999999,44,49,59,33,35,28.999999999999996,20,47,30,30,28.999999999999996,23,46,53,10,48,7.000000000000001,22,67,0,0,0,28.999999999999996,22,19,8,25,36,30,41,36,43,30,27,46,20,39,56.00000000000001,61,47,49,57.99999999999999
45-2041,25560,25560,"Graders and Sorters, Agricultural Products",1,"Agriculture, Food & Natural Resources",No formal educational credential,Short-term on-the-job training,29630,Decline,0,0,23,0,0,0,0,39,45,14.000000000000002,0,14.000000000000002,0,0,0,5,7.000000000000001,84,21,0,0,0,0,0,0,0,12,28.000000000000004,18,10,14.000000000000002,16,16,16,26,16,25,17,20,65,43,33,19,70,33,43,18,0,20,0,0,19,5,28.999999999999996,30,36,25,16,0,19,64,26,0,0,0,42,13,14.000000000000002,11,23,87,43,13,79,76,34,80,0,0,0,0,0,0,12,18,27,20,36,21,41,25,5,45,16,10,86,91,37,14.000000000000002,53
45-2091,26180,26180,Agricultural Equipment Operators,1,"Agriculture, Food & Natural Resources",No formal educational credential,Moderate-term on-the-job training,36360,Faster than average,0,0,28.999999999999996,5,28.999999999999996,43,43,41,43,30,39,46,13,0,22,16,4,39,40,28.999999999999996,28.999999999999996,25,20,28.999999999999996,36,14.000000000000002,13,73,3,77,67,39,83,53,64,15,46,0,61,67,22,30,22,70,35,51,22,14.000000000000002,32,17,0,0,18,55.00000000000001,55.00000000000001,41,48,0,27,31,68,35,0,25,27,0,16,14.000000000000002,13,45,60,66,35,53,65,60,52,16,0,0,26,0,13,11,23,43,28.999999999999996,45,23,45,32,27,28.000000000000004,16,23,28.000000000000004,49,47,34,41
