code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,programming.l,operations_analysis.l,written_expression.l,equipment_maintenance.l,repairing.l,manual_dexterity.l,medicine_and_dentistry.l,exposed_to_disease_or_infections.l,physical_proximity.l,very_hot_or_cold_temperatures.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,outdoors_exposed_to_weather.l,personnel_and_human_resources.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,deal_with_external_customers.l,interpreting_the_meaning_of_information_for_others.l,processing_information.l,working_with_computers.l,economics_and_accounting.l,sales_and_marketing.l,selling_or_influencing_others.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,administrative.l,electronic_mail.l,importance_of_repeating_same_tasks.l,building_and_construction.l,design.l,production_and_processing.l,basic.mathematics.l,number_facility.l,mathematical_reasoning.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,pace_determined_by_speed_of_equipment.l,handling_and_moving_objectives.l,history_and_archeology.l,fine_arts.l,public_speaking.l,extent_flexibility.l,stamina.l,spend_time_bending_or_twisting_the_body.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l
33-3051,665380,332690,Customs and Border Protection Officers,2,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Moderate-term on-the-job training,64610,Average,7.000000000000001,9,54,0,0,37,21,63,80,67,60,14.000000000000002,75,30,43,31,96,83,95,64,77,69,22,0,26,37,39,32,50,100,78,11,13,24,30,36,30,57.99999999999999,21,54,35,0,36,36,28.999999999999996,40,34,64,56.00000000000001,38
33-3051,665380,332690,Police and Sheriff's Patrol Officers,2,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Moderate-term on-the-job training,64610,Average,0,24,54,0,0,41,27,69,76,69,93,18,84,48,42,46,97,94,97,48,69,53,20,0,44,42,43,43,54,77,70,0,0,18,26,31,27,63,6,54,13,0,37,42,45,39,26,46,47,42
33-3052,3590,3590,Transit and Railroad Police,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Moderate-term on-the-job training,64930,Average,11,25,46,0,0,39,28.999999999999996,56.00000000000001,79,55.00000000000001,98,3,93,42,34,32,93,78,93,44,51,40,17,12,34,39,43,41,46,99,56.99999999999999,9,23,21,28.999999999999996,30,28.999999999999996,53,20,44,25,0,42,36,43,37,33,49,51,42
33-9011,11600,11600,Animal Control Workers,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Moderate-term on-the-job training,39160,Faster than average,5,20,43,0,0,41,30,79,54,70,94,18,94,33,39,27,93,89,95,40,56.99999999999999,45,27,17,37,36,39,41,63,76,68,0,15,25,18,18,21,54,6,69,0,0,39,39,27,47,38,37,48,45
33-9021,28860,28860,Private Detectives and Investigators,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Moderate-term on-the-job training,59380,Faster than average,14.000000000000002,21,56.99999999999999,0,0,25,18,8,51,31,56.00000000000001,10,43,39,40,19,83,51,80,38,67,49,31,40,37,36,30,25,64,95,61,0,13,14.000000000000002,30,34,32,42,10,21,15,0,25,9,0,19,12,44,23,21
33-9031,9190,9190,Gambling Surveillance Officers and Gambling Investigators,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Moderate-term on-the-job training,35450,Much faster than average,5,7.000000000000001,45,0,0,21,0,28.000000000000004,78,17,24,14.000000000000002,16,28.000000000000004,32,17,91,49,57.99999999999999,50,68,60,22,13,0,23,9,25,56.00000000000001,92,88,0,21,23,25,21,20,91,28.999999999999996,46,0,0,19,14.000000000000002,16,20,14.000000000000002,61,21,23
33-9032,1057100,1057100,Security Guards,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Short-term on-the-job training,31470,Faster than average,0,7.000000000000001,34,0,0,23,22,16,68,52,43,11,69,21,40,33,86,62,76,46,60,34,0,12,20,28.999999999999996,30,25,31,34,72,0,0,0,11,14.000000000000002,14.000000000000002,20,6,34,10,0,5,28.999999999999996,32,20,11,34,51,57.99999999999999
33-9091,82690,82690,Crossing Guards and Flaggers,1,"Law, Public Safety, Corrections & Security",No formal educational credential,Short-term on-the-job training,31450,Faster than average,0,0,25,0,0,27,0,18,78,86,17,1,100,20,14.000000000000002,7.000000000000001,78,56.99999999999999,87,23,31,21,0,0,16,13,28.999999999999996,28.999999999999996,19,23,27,0,0,0,9,7.000000000000001,5,68,3,42,0,0,5,25,28.999999999999996,34,5,70,96,78
33-9092,114320,114320,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1,"Law, Public Safety, Corrections & Security",No formal educational credential,Short-term on-the-job training,25630,Much faster than average,0,0,37,0,0,30,37,62,75,64,34,18,67,28.000000000000004,38,33,88,61,74,25,41,30,0,19,27,16,34,32,32,80,44,0,0,17,9,14.000000000000002,11,40,16,56.00000000000001,0,0,35,37,43,30,21,39,52,49
33-9093,48320,48320,Transportation Security Screeners,1,Government & Public Administration,High school diploma or equivalent,Short-term on-the-job training,45470,Little or no change,13,20,37,21,18,43,0,55.00000000000001,86,42,8,1,22,24,31,34,89,91,81,42,41,35,15,0,17,36,37,41,26,71,68,0,0,0,23,21,21,82,47,76,0,0,40,41,37,57.99999999999999,35,77,83,62
33-9099,100110,100110,Retail Loss Prevention Specialists,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Short-term on-the-job training,38210,Faster than average,14.000000000000002,11,48,0,0,28.999999999999996,24,12,73,7.000000000000001,16,1,13,47,33,21,94,69,81,49,75,56.00000000000001,31,27,28.000000000000004,27,28.999999999999996,27,59,85,70,16,17,32,39,37,30,55.00000000000001,22,48,0,0,50,18,23,25,20,33,43,39
35-1011,129810,129810,Chefs and Head Cooks,1,Hospitality & Tourism,High school diploma or equivalent,None,50160,Much faster than average,7.000000000000001,34,46,16,14.000000000000002,43,19,24,80,82,30,12,36,66,69,65,92,71,80,45,59,47,56.00000000000001,59,49,32,34,43,59,98,70,35,47,68,45,45,43,89,45,76,26,31,55.00000000000001,43,30,67,40,85,93,80
35-1012,1040600,1040600,First-Line Supervisors of Food Preparation and Serving Workers,1,Hospitality & Tourism,High school diploma or equivalent,None,36570,Much faster than average,5,23,45,0,0,36,14.000000000000002,26,95,67,14.000000000000002,0,35,49,48,40,96,85,94,30,43,39,44,42,49,30,32,36,56.00000000000001,68,65,20,19,51,43,39,41,85,32,63,0,0,28.000000000000004,34,30,51,33,70,90,75
35-2011,768130,768130,"Cooks, Fast Food",1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,24180,Decline,0,0,27,0,0,36,0,11,65,54,0,0,1,22,30,0,56.99999999999999,67,64,26,0,30,24,22,31,18,28.999999999999996,36,33,16,28.000000000000004,0,0,24,23,23,16,34,26,54,0,0,60,28.999999999999996,27,22,14.000000000000002,36,84,28.000000000000004
35-2012,392860,392860,"Cooks, Institution and Cafeteria",1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,29910,Average,0,23,37,0,0,43,12,43,70,36,6,0,2,32,37,23,91,57.99999999999999,55.00000000000001,35,37,20,19,23,21,32,32,43,32,27,40,8,15,43,39,39,30,82,31,53,0,0,20,30,28.999999999999996,55.00000000000001,26,68,93,77
35-2013,440,440,"Cooks, Private Household",1,Hospitality & Tourism,Postsecondary nondegree award,None,42920,Slower than average,0,28.999999999999996,36,0,0,41,14.000000000000002,6,21,20,25,0,16,21,56.99999999999999,14.000000000000002,64,12,42,17,27,30,28.000000000000004,55.00000000000001,36,34,41,41,49,88,46,0,11,37,28.999999999999996,34,28.999999999999996,94,12,50,0,0,27,39,27,42,12,67,97,37
35-2014,1193860,1193860,"Cooks, Restaurant",1,Hospitality & Tourism,No formal educational credential,Moderate-term on-the-job training,30010,Much faster than average,0,11,32,0,0,45,10,10,81,73,11,6,17,31,42,34,67,57.99999999999999,53,28.000000000000004,43,34,26,32,25,43,37,43,25,12,49,0,21,43,32,32,30,84,40,67,0,0,13,39,28.999999999999996,56.99999999999999,27,78,100,66
35-2015,124800,124800,"Cooks, Short Order",1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,28560,Average,0,0,36,0,0,41,12,7.000000000000001,66,51,4,3,23,30,43,27,93,69,81,32,45,28.000000000000004,31,28.000000000000004,34,39,30,39,34,25,57.99999999999999,0,0,47,28.999999999999996,28.999999999999996,30,76,48,63,0,0,34,36,28.999999999999996,45,24,66,96,68
35-2021,783350,783350,Food Preparation Workers,1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,28780,Average,0,0,30,0,0,41,0,6,69,49,4,0,26,17,37,31,81,57.99999999999999,81,34,47,33,19,26,31,30,34,41,17,33,67,0,0,34,27,20,20,68,49,68,0,0,39,37,30,56.99999999999999,33,63,89,73
35-3011,485330,485330,Bartenders,1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,26350,Much faster than average,0,0,41,0,0,43,11,4,79,14.000000000000002,1,1,5,28.999999999999996,49,31,93,73,81,14.000000000000002,31,28.999999999999996,19,43,42,37,41,43,33,24,52,0,0,24,30,32,30,67,4,60,7.000000000000001,5,17,41,30,56.00000000000001,28.999999999999996,68,89,68
35-3023,3095120,1547560,Baristas,2,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,25100,Much faster than average,0,0,37,23,21,41,0,8,75,44,19,3,6,25,40,30,92,72,84,27,31,30,18,40,43,37,37,41,17,38,50,0,14.000000000000002,18,28.999999999999996,28.999999999999996,27,89,22,65,0,13,37,41,28.999999999999996,34,32,78,96,42
35-3023,3095120,1547560,Fast Food and Counter Workers,2,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,25100,Much faster than average,0,0,31,0,0,28.999999999999996,15,5,74,32,4,2,6,27,33,23,94,65,83,22,30,25,23,40,33,28.999999999999996,19,28.999999999999996,27,22,56.99999999999999,0,19,38,28.000000000000004,31,27,69,28.000000000000004,44,0,0,37,28.999999999999996,28.999999999999996,48,27,75,97,76
35-3031,1804030,1804030,Waiters and Waitresses,1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,26000,Much faster than average,0,0,30,0,0,41,7.000000000000001,16,78,14.000000000000002,4,3,9,28.000000000000004,33,18,95,68,72,23,33,27,20,39,44,23,30,34,14.000000000000002,9,60,0,10,19,25,23,25,70,15,66,0,0,33,41,37,52,23,72,92,93
35-3041,243030,243030,"Food Servers, Non Restaurant",1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,28730,Faster than average,0,9,30,0,0,32,19,37,85,49,2,0,10,26,41,23,83,71,67,35,49,38,23,19,31,28.999999999999996,28.999999999999996,37,32,43,67,14.000000000000002,22,28.999999999999996,21,27,16,79,39,63,0,0,36,30,30,80,38,65,93,89
35-9011,336970,336970,Dining Room and Cafeteria Attendants and Bartender Helpers,1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,27170,Much faster than average,0,0,18,0,0,43,11,18,86,32,0,0,8,23,41,38,94,64,74,23,31,43,16,35,39,27,41,39,20,19,31,0,0,28.999999999999996,18,18,18,88,17,53,0,0,43,43,41,66,22,79,96,97
35-9021,377040,377040,Dishwashers,1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,28130,Much faster than average,0,0,23,28.999999999999996,28.999999999999996,52,0,9,53,45,6,2,40,0,37,28.000000000000004,62,39,44,27,52,36,0,0,39,32,37,41,0,9,50,0,0,0,14.000000000000002,16,16,80,67,76,0,0,14.000000000000002,43,32,49,15,78,98,56.00000000000001
35-9031,324690,324690,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,24600,Much faster than average,0,0,34,0,0,27,15,16,79,28.999999999999996,6,5,19,26,23,16,95,75,73,10,31,22,25,40,35,21,25,25,25,30,55.00000000000001,0,14.000000000000002,26,27,28.999999999999996,28.999999999999996,45,5,41,0,0,47,21,28.999999999999996,36,24,66,91,82
37-1011,153640,153640,First-Line Supervisors of Housekeeping and Janitorial Workers,1,Hospitality & Tourism,High school diploma or equivalent,None,39630,Average,0,21,43,25,20,30,17,46,52,17,18,16,35,45,50,48,86,35,52,51,61,54,32,24,43,32,28.999999999999996,32,53,90,61,18,14.000000000000002,45,30,37,28.999999999999996,56.00000000000001,36,57.99999999999999,0,0,50,32,32,54,47,57.99999999999999,69,68
37-1012,116380,116380,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1,Architecture & Construction,High school diploma or equivalent,None,48800,Slower than average,11,30,45,30,27,43,17,13,63,80,81,59,99,50,61,59,89,56.99999999999999,78,42,53,37,34,38,39,45,43,43,54,78,49,44,50,41,41,36,36,77,42,86,14.000000000000002,0,23,37,30,60,44,44,68,67
37-2011,2036680,2036680,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,29760,Average,0,5,27,27,16,30,0,47,48,28.000000000000004,17,13,35,14.000000000000002,21,0,70,49,46,15,20,18,0,0,0,28.999999999999996,36,36,10,44,43,21,11,15,0,0,0,75,20,64,0,0,21,45,28.999999999999996,57.99999999999999,39,59,96,75
37-2012,723430,723430,Maids and Housekeeping Cleaners,1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,28780,Faster than average,0,0,28.999999999999996,0,0,30,13,45,50,3,5,1,8,11,24,11,69,49,56.99999999999999,28.999999999999996,33,14.000000000000002,13,14.000000000000002,17,27,27,30,13,15,44,0,0,15,14.000000000000002,18,14.000000000000002,76,20,47,0,0,13,45,41,87,64,94,95,87
37-2021,85370,85370,Pest Control Workers,1,"Agriculture, Food & Natural Resources",High school diploma or equivalent,Moderate-term on-the-job training,37540,Average,0,18,43,27,27,41,0,26,47,66,99,8,92,20,33,20,85,47,75,30,43,20,22,40,45,43,39,41,32,17,61,28.000000000000004,18,28.000000000000004,37,41,32,78,22,59,0,0,14.000000000000002,46,32,55.00000000000001,47,68,71,74
37-3011,892450,892450,Landscaping and Groundskeeping Workers,1,Architecture & Construction,No formal educational credential,Short-term on-the-job training,34430,Average,0,0,20,27,28.999999999999996,45,0,9,76,94,56.00000000000001,72,100,22,22,12,55.00000000000001,57.99999999999999,32,16,27,0,25,27,11,50,52,39,30,13,32,22,31,28.999999999999996,11,14.000000000000002,7.000000000000001,82,71,74,0,0,7.000000000000001,45,36,50,43,55.00000000000001,83,75
37-3012,25820,25820,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",1,"Agriculture, Food & Natural Resources",High school diploma or equivalent,Moderate-term on-the-job training,38270,Average,0,0,37,32,27,43,12,9,28.999999999999996,65,92,46,94,32,42,31,66,51,75,34,45,27,24,41,42,43,43,37,31,41,54,0,18,53,28.999999999999996,37,28.999999999999996,80,34,76,0,0,25,34,30,47,20,61,59,55.00000000000001
37-3013,41920,41920,Tree Trimmers and Pruners,1,"Agriculture, Food & Natural Resources",High school diploma or equivalent,Short-term on-the-job training,46970,Average,0,5,36,34,28.999999999999996,54,0,1,59,80,80,51,98,22,40,16,81,35,61,28.000000000000004,41,15,18,27,30,56.99999999999999,54,46,19,23,51,24,14.000000000000002,42,20,13,14.000000000000002,69,26,77,0,0,12,56.99999999999999,45,64,40,63,81,60
39-1013,19510,19510,First-Line Supervisors of Gambling Services Workers,1,Hospitality & Tourism,High school diploma or equivalent,None,49140,Much faster than average,0,0,42,0,0,18,0,31,82,7.000000000000001,4,1,7.000000000000001,38,34,33,95,78,95,38,50,41,28.000000000000004,40,28.000000000000004,0,0,21,43,57.99999999999999,75,0,0,27,30,36,31,60,12,39,0,0,30,0,19,32,18,55.00000000000001,86,68
39-1022,101030,101030,First-Line Supervisors of Personal Service Workers,1,Human Services,Postsecondary nondegree award,Moderate-term on-the-job training,40390,Much faster than average,5,20,54,0,0,25,18,28.999999999999996,87,11,8,4,16,51,48,45,99,54,82,30,48,42,34,44,47,9,25,30,50,70,59,0,13,13,30,32,28.999999999999996,34,3,47,0,14.000000000000002,49,28.999999999999996,25,46,16,42,65,50
39-2011,15840,15840,Animal Trainers,1,Hospitality & Tourism,High school diploma or equivalent,Moderate-term on-the-job training,31280,Much faster than average,0,14.000000000000002,41,0,0,41,27,18,62,62,39,27,80,31,44,28.999999999999996,81,43,73,49,40,34,31,40,52,39,43,39,49,70,39,19,22,22,23,27,25,54,2,69,0,0,47,45,39,55.00000000000001,30,60,83,66
39-2021,225680,225680,Animal Caretakers,1,"Agriculture, Food & Natural Resources",High school diploma or equivalent,Short-term on-the-job training,28600,Much faster than average,0,0,32,7.000000000000001,0,32,24,64,66,51,52,3,76,31,35,17,94,56.00000000000001,66,36,49,33,19,28.999999999999996,31,27,30,39,43,59,54,12,16,22,27,25,21,62,2,83,0,12,32,43,32,56.99999999999999,43,53,83,63
39-3011,64700,64700,Gambling Dealers,1,Hospitality & Tourism,High school diploma or equivalent,Short-term on-the-job training,24960,Much faster than average,0,0,27,0,0,39,0,27,88,11,0,0,0,17,21,0,91,83,85,30,26,0,22,35,25,25,28.999999999999996,36,22,25,68,0,0,13,28.999999999999996,39,28.999999999999996,89,20,47,0,0,44,28.999999999999996,23,53,3,79,89,36
39-3012,7340,7340,Gambling and Sports Book Writers and Runners,1,Hospitality & Tourism,High school diploma or equivalent,Short-term on-the-job training,27530,Much faster than average,5,0,39,0,0,30,0,12,85,5,0,0,0,25,28.999999999999996,26,91,59,79,32,52,33,36,39,39,25,18,28.999999999999996,26,13,82,0,0,28.000000000000004,39,37,34,74,39,28.000000000000004,0,0,46,7.000000000000001,16,36,9,76,74,56.00000000000001
39-3021,1620,1620,Motion Picture Projectionists,1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,29350,Much faster than average,9,23,36,37,32,41,8,2,34,12,12,3,20,23,24,17,63,37,47,16,32,43,13,15,14.000000000000002,43,36,41,37,64,40,14.000000000000002,16,28.999999999999996,7.000000000000001,14.000000000000002,5,60,43,55.00000000000001,0,12,13,25,14.000000000000002,11,13,39,46,38
39-3031,54970,54970,"Ushers, Lobby Attendants, and Ticket Takers",1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,24440,Much faster than average,5,0,30,0,0,27,0,16,82,24,4,0,16,24,26,19,97,73,89,25,25,27,26,40,39,25,21,28.999999999999996,30,32,48,0,0,16,20,25,18,49,22,38,24,16,24,20,20,26,8,57.99999999999999,78,55.00000000000001
39-3091,262170,262170,Amusement and Recreation Attendants,1,Hospitality & Tourism,No formal educational credential,Short-term on-the-job training,24500,Much faster than average,0,0,28.999999999999996,13,13,28.999999999999996,18,8,72,52,5,28.000000000000004,70,13,23,0,99,62,96,26,35,28.999999999999996,13,39,34,28.999999999999996,28.999999999999996,32,19,36,52,9,0,17,25,21,20,55.00000000000001,20,62,0,8,62,28.999999999999996,25,44,23,60,78,64
39-3092,3380,3380,Costume Attendants,1,"Arts, Audio/Video Technology & Communications",High school diploma or equivalent,Short-term on-the-job training,47850,Much faster than average,0,30,41,0,0,41,0,8,76,6,25,0,12,34,38,24,87,36,44,33,41,27,30,19,7.000000000000001,37,32,43,39,71,55.00000000000001,30,51,47,14.000000000000002,18,14.000000000000002,97,18,78,21,59,19,27,21,44,28.999999999999996,67,54,38
39-3093,9670,9670,"Locker Room, Coatroom, and Dressing Room Attendants",1,Human Services,High school diploma or equivalent,Short-term on-the-job training,28570,Much faster than average,0,0,32,0,0,21,13,13,64,17,2,4,16,14.000000000000002,22,13,93,62,86,14.000000000000002,18,11,14.000000000000002,22,14.000000000000002,20,16,23,25,5,45,0,0,10,5,5,0,74,6,43,8,0,5,41,25,41,22,60,79,56.00000000000001
39-4011,4070,4070,Embalmers,1,Human Services,Associate's degree,Long-term on-the-job training,47780,Little or no change,0,27,43,14.000000000000002,14.000000000000002,45,40,85,81,50,77,7.000000000000001,68,25,40,14.000000000000002,89,60,91,32,68,37,17,22,38,43,39,56.99999999999999,56.00000000000001,91,64,0,9,26,28.999999999999996,23,21,67,15,90,0,0,60,28.999999999999996,27,44,20,40,57.99999999999999,42
39-4021,32490,32490,Funeral Attendants,1,Human Services,High school diploma or equivalent,Short-term on-the-job training,29230,Slower than average,0,11,36,18,0,21,11,54,79,62,77,10,82,0,48,35,83,42,83,48,53,45,21,0,44,32,32,30,45,38,56.00000000000001,0,0,25,18,21,16,36,16,73,0,0,41,21,20,24,16,24,63,44
39-4031,24700,24700,"Morticians, Undertakers, and Funeral Arrangers",1,Human Services,Associate's degree,Long-term on-the-job training,48950,Slower than average,7.000000000000001,39,55.00000000000001,0,0,37,36,79,72,50,85,1,64,55.00000000000001,57.99999999999999,39,94,56.00000000000001,93,44,57.99999999999999,52,50,57.99999999999999,44,41,39,43,69,96,54,15,12,38,37,41,39,45,4,68,22,0,50,28.999999999999996,25,28.999999999999996,13,38,56.99999999999999,45
39-5011,12910,12910,Barbers,1,Human Services,Postsecondary nondegree award,None,29970,Much faster than average,0,18,28.999999999999996,14.000000000000002,13,43,0,59,95,1,9,0,0,27,26,0,95,39,59,24,43,8,32,33,36,43,34,50,34,15,46,0,25,42,16,18,13,98,17,53,0,0,32,20,16,51,13,85,91,36
39-5012,285980,285980,"Hairdressers, Hair Stylists, and Cosmetologists",1,Human Services,Postsecondary nondegree award,None,29670,Much faster than average,5,27,30,5,0,54,0,32,92,5,0,0,0,32,36,34,96,43,87,43,33,37,30,56.00000000000001,59,43,39,54,40,30,65,0,0,27,28.999999999999996,28.999999999999996,27,100,12,55.00000000000001,0,0,21,39,21,74,22,93,90,41
39-5091,1960,1960,"Makeup Artists, Theatrical and Performance",1,"Arts, Audio/Video Technology & Communications",Postsecondary nondegree award,None,134750,Much faster than average,0,37,43,0,0,54,19,20,86,46,27,10,59,28.999999999999996,39,28.000000000000004,90,44,51,28.999999999999996,27,28.000000000000004,21,42,35,30,36,55.00000000000001,30,91,35,0,45,32,30,32,28.999999999999996,87,9,54,20,50,32,34,23,48,27,66,81,28.000000000000004
